service,type de service,commentaire,note,date_visite,mois de visite,annee de visite,date_commentaire,mois de commentaire,année_commentaire,satisfaction
Davy Crockett Ranch,Hôtel,"Nous y sommes déjà allés en 2015. Un cadre reposant, dépaysant et très agréable. Mais je ne peux passer sur le manque de propreté du chalet et ses portes serviettes rouillés où l'on craint l'électrocution des qu'on les met en fonction. On ne nous informe plus que l'on dispose d'un paque nettoyage (produit vaisselle, tablettes lave-vaisselle, éponge et lingette) à l'accueil. Les sols sont noirs et l'odeur lorsque l'on prend possession du chalet est vraiment à désirer ! Nous sommes venus à 14, en famille. Nous étions seulement 4 à connaître Disney's Davy Crocket Ranch que leur nous avons recommandé. Ils n'ont pas retrouvé ce que nous leur avions décrit par rapport à 2015. Le complexe aquatique est top et les cabanes breakfast sont idéales.",3/5,Visité en septembre 2022,septembre,2022,il y a 3 mois,Octobre,2022,
Davy Crockett Ranch,Hôtel,"Sympa comme endroit même si on a eu extrêmement froid et que le lit double grinçait horriblement.  Le cadre est beau, c'est tranquille. On est venu sans voiture, taxi pour l'allé retour (toujours moins cher au final qu'un hôtel plus proche de Disney). 25€ l'allé, si vous payez plus c'est que vous vous êtes fait avoir. Demandez à l'accueil un taxi (ils ont des prix fixes) ou demandez au chauffeur avant même d'entrer combien ça coûte en moyenne.  Marcher partout et les allers-retours ne sont pas si horrible et je suis handicapée du genou, c'est même agréable vers 21h de rentrer à pied (on était au 242 donc vraiment à l'autre bout).  Tout est bien fourni pour vivre dedans correctement et on entend pas les voisins.  Accès peu pratique pour les fauteuils roulants et tout est serré dedans pour y rouler par contre. Ça et le manque de transport en commun font perdre un petit point.",4/5,Visité en novembre 2022,novembre,2022,il y a un mois,Décembre,2022,
Davy Crockett Ranch,Hôtel,"Nous avons passer un séjour au ranch et vraiment je veux remercier deux personnes en particulier, Alice et sont responsable du housekeeping qui nous ont fabuleusement pris en charge. Ultra professionnels et très sympathiques !! Vraiment au plaisir de vous croiser à nouveau tout les deux 😀😀",5/5,Visité en décembre 2022,décembre,2022,il y a un mois,Décembre,2022,
Davy Crockett Ranch,Hôtel,"Nul. A fuir. Pas du tout à la hauteur du groupe Disney. Bungalow sale literies qui grincent. Nous avons changé de bungalow mais le 2 eme pas terrible. Ils nous proposent un “ geste commercial "" pour la gêne occasionnée un PETIT CAFÉ  pour Monsieur !!!!!!  Revoyer le sens du geste commercial. Je déconseillerai à toute personne de mon entourage d’y sejourner. A ce prix là vaut mieux séjourner dans un air b n b",1/5,Visité en décembre 2022,décembre,2022,il y a 3 semaines,Décembre,2022,
Davy Crockett Ranch,Hôtel,Superbe bungalow Confortable calme en toute détente Petit bémol : -Piscine fermé -Bungalow propre mais la poussière était reste dans la salle de bain au sol -Rajouter peut être une éponge ou lavette Sinon séjour parfait,4/5,Visité en novembre 2022,novembre,2022,il y a 2 mois,Novembre,2022,
Davy Crockett Ranch,Hôtel,"Personnel accueillant.  C'est pour la piscine à thème (aventure) que mon compagnon et moi même avons opté pour cet hôtel. Avec 2 Garçons cela nous semblait judicieux.  Malheureusement déçus par les bungalows dramatiquement vétustes, mobilié abîmés de part en part.  Mais le plus choquant est l'absence totale de conscience professionnelle au niveau du ménage : WC et sols, non faits, sdb avec, moisissures radiateur rouillé et sale, festival de poussières Tout est bâclé et fait seulement en surface. Des cheveux dans les draps tachés, lavabo crasseu en chambre parentale des serviettes aussi rêches que le papier de verre.  Non les 3 étoiles se sont envolées avec l'éclairage blafard de la piscine limite glauque envolés également les degrés car si vous voulez jouer aux icemans ce sera tout nommé piscine gelée. Je ne me suis baignée qu'une seule fois. Même mon compagnon a eu froid c'est vous dire.  Évitez cet hôtel!!!",2/5,Visité en novembre 2022,novembre,2022,il y a 2 mois,Novembre,2022,
Davy Crockett Ranch,Hôtel,Très calme au milieu de la forêt. Mobil home très bien aménagé et agréable. Acceuil très sympathique malgré notre arrivée tardive(1h30) Seul bémol pas de chauffage ds le Mobil home donc 1ere nuit très fraîche.,5/5,Visité en novembre 2022,novembre,2022,il y a 2 mois,Novembre,2022,
Davy Crockett Ranch,Hôtel,"L accueil de la réception, ainsi que le restaurant,le bar, la piscine , supérette est bonne. Le MOBILHOMME des choses a revoir...sèche serviette abîmé, meuble cassé, lit qui grince, pommeau de douche cassé,  ampoule grillée..sinon tout le reste est OK. Concernant la piscine super jolie endroit très agréable !!.. mais l eau est très froide et il manque de la chaleur extérieure.. Le jacuzzi est top bonne température pour lui et décor très beau. Le restaurant (buffet à volonté) est correct ,il empeche de ressortir mais salle très petite !! Le repas de Noël un peu cher (30€enfant, et 65€ pour un adulte), Il manque des ustensiles pour les boulots!. Une salle jeux game vidéo agréable pour les enfants. Tout ceci à 10 minutes du parc Disney accès très facile et rapide. Nous n avons pas pris le petit déjeuner proposé.. Et il faille prendre la voiture : du MOBILHOMME à l accès piscine, restaurant, réception... Le personnel  tout confondue du tout debut acces parc est agréable.",4/5,Visité en décembre 2022,décembre,2022,il y a 3 semaines,Décembre,2022,
Davy Crockett Ranch,Hôtel,"Nous avons passer un super moment au Davy Crokett entre le bungalow et le restaurant. Personnel très accueillant, tout est très bien expliqué  Le seul bémol es qu’il faisait très très froid dans le bungalow  Nous reviendrons",5/5,Visité en décembre 2022,décembre,2022,il y a un mois,Décembre,2022,
Davy Crockett Ranch,Hôtel,"Pour un premier séjour à Disney, tout fut parfait ! Le ranch est situé à environ 10min en voiture du parc , très facile d'accès ! La réception est ouverte 24h/24, vous pouvez donc arriver et partir à l'heure que vous le souhaitez. Les chambres sont disponibles à partir de 16h et un départ est souhaité avant 11h. Le premier jour nous sommes arrivés à 10h afin de récupérer nos pass pour les 2 parcs. Nous nous sommes directement rendu à Disneyland. Nous avons bénéficié du parking gratuit sur présentation du pass. Nous avons ensuite profité de notre journée jusqu'au feu d'artifice. Nous sommes rentrés au ranch à 23h30. Nous sommes repassés par la réception qui nous a fourni la clé de notre chalet. Le chalet est propre et fonctionnel. Le linge de toilette et de lit est fourni. Le chalet est spacieux et dispose d'une kitchenette. Nous étions 4 adultes et nous disposions d'une chambre chacun avec notre propre salle de bain et toilette. La douche est spacieuse et bien entretenue. La literie est egalement confortable. Nous avons passé une excellente nuit au calme et au chaud au cœur de la forêt. Le lendemain matin nous sommes allés chercher notre petit-déjeuner sous forme de panier repas. Vous avez du choix ! Pain, confiture, beurre, nutella, viennoiseries, céréales, compotes, salade de fruits, thé, chocolat, café, jus... un petit-déjeuner copieux pour bien démarrer la journée pour un prix très raisonnable de 12€ par pers. Grâce au parc vous pouvez accéder aux 2 parcs 1h à l'avance soit à 8h, un vrai plus ! Pour notre départ, nul besoin de repasser par la réception, nous avons simplement déposé notre clé dans une boîte aux lettres à l'entrée du ranch. Notre seule déception fut de ne pas pouvoir manger au restaurant du ranch car complet, pensez à réserver vos places à l'avance ! Un grand merci à l'ensemble du personnel , nous y reviendrons avec grand plaisir !",5/5,Visité en décembre 2022,décembre,2022,il y a un mois,Décembre,2022,
Davy Crockett Ranch,Hôtel,"Nature, le calme, un endroit à 10 min en voiture du parc disney . Ce parc est génial,  le cadre est chouette. Tous y est pour ne pas bouger et profiter d'y calme. On se croirait au far West oui oui !! La réception est vraiment bien l'équipe est au petit soin. Notre fils fêtait ses 13 ans nous avons été acceuillis comme des vrai rois. L'équipe de la piscine KARIM encore merci Louis s'en souviendra l'équipe lui a fêtais son anniversaire au mégaphone 📣  endirect de la piscine qui est géniale. Nous garderons de merveilleux souvenirs de cette nuit dans notre cabane. Tous le confort, lave vaisselle frigo chauffage on y serait bien resté quelques jours. Hâte de revenir . Merci a toute l'équipe réception magasin piscine équipé ménage vous êtes au top Bravo pour votre travail.  Ps : nous avons oubliés une serviette bleu foncé autour du feu central .  Louis melissa et Pierre",5/5,Visité en septembre 2022,septembre,2022,il y a 4 mois,Septembre,2022,
Davy Crockett Ranch,Hôtel,Le mobil-home était très long de la piscine malheureusement on nous avait pas prévenue qu'il fallait encore la voiture pour s'y rande. C'est un simple mobil home on pas l'impression d'être a Disneyland a l'intérieur.,4/5,Visité en décembre 2022,décembre,2022,il y a 3 semaines,Décembre,2022,
Davy Crockett Ranch,Hôtel,"Très belle hôtel de pleine air dans un lieu calme et arboré en plein milieu de la nature Tres grande et belle piscine avec plein de jeu d'eau dedans ainsi qu'un très grand jacuzzi Il y a plein de chose dans le village, salle de jeu et une boutique avec tout ce qu'il faut ! Je recommande vivement ce lieu",5/5,Visité en novembre 2022,novembre,2022,il y a un mois,Décembre,2022,
Davy Crockett Ranch,Hôtel,"2ème fois au ranch et tjrs satisfaits à par le fait de devoir venir chercher les pass pour les parcs et s'enregistrer et revenir chercher les clés. 2 nuits-3jours de parcs malheureusement pas le temps de profiter du ranch, piscine... On aurait apprécié une petite déco Noël dans le bungalow.",5/5,Visité en décembre 2022,décembre,2022,il y a 2 semaines,Janvier,2023,
Davy Crockett Ranch,Hôtel,Très bel endroit près du parc Disneyland. Les mobil-homes sont spacieux et bien équipés. Le petit déjeuner doit être cherché dans une guérite.,4/5,Visité en décembre 2022,décembre,2022,il y a 3 semaines,Décembre,2022,
Davy Crockett Ranch,Hôtel,"Très bonne note pour ce chalet , café, thé très propre, serviette de bain peignoir,kitchenette 2 salle de bain,accès  à la piscine ,l eau un peu froide ce jour là  - 6° à  l'extérieur.",4/5,Visité en décembre 2022,décembre,2022,il y a 3 semaines,Décembre,2022,
Davy Crockett Ranch,Hôtel,"Très bonne hôtel. Equipe très accueillante et souriante. Repas buffet excellent, nous nous sommes tous régalé. Nous reviendrons sa ces sûr.",5/5,Visité en décembre 2022,décembre,2022,il y a 3 semaines,Décembre,2022,
Davy Crockett Ranch,Hôtel,On a pris 3jour au parc et 2nuit a David croquettes spacieux avec deux douche et deux belles chambres mais le problème très gros manque d hygiène notre logement heuseument j avait anmenera notre literie et des produits pour désinfecter domge🤦‍♀️,1/5,Visité en décembre 2022,décembre,2022,il y a un mois,Décembre,2022,
Davy Crockett Ranch,Hôtel,"Réception très bien, personnels accueillants. Petits déj à récupérer jusqu'à 11h à la cabane d'entrée de chaque îlots. Toujours aussi bien.",5/5,Visité en novembre 2022,novembre,2022,il y a un mois,Décembre,2022,
Davy Crockett Ranch,Hôtel,Super séjour ! Bon accueil ! Dommage pas de borne électriques sur place et cabines de douches vieillissante.,4/5,Visité en novembre 2022,novembre,2022,il y a 2 mois,Novembre,2022,
Davy Crockett Ranch,Hôtel,Cadre magnifique petit bungalow super et bien équipé dommage pour la qualité des lits qui laisse à désirer dans l'ensemble un très beau séjour en famille après,4/5,Visité en décembre 2022,décembre,2022,il y a un mois,Décembre,2022,
Davy Crockett Ranch,Hôtel,"Une vraie déception pour nous dans cette hôtel aucunes magie ni service, Prévoyez même le papier toilette, Au bar il n'y a aucun service vous devez aller au comptoir vous même, Le réceptionniste qu on a eu était peu accueillant.",3/5,Visité en novembre 2022,novembre,2022,il y a un mois,Décembre,2022,
Davy Crockett Ranch,Hôtel,Mobil-home parfait deux salles de bain chambre spacieuse et confortable. Terrasse privé au calme. Je reviendrai,5/5,Visité en novembre 2022,novembre,2022,il y a un mois,Décembre,2022,
